city,area,bathroom,parking spaces,animal,furniture,rooms
1,190,4,4,acept,not furnished,3
1,300,5,4,acept,furnished,4
0,50,1,0,acept,not furnished,1
1,45,1,0,not acept,not furnished,1
1,64,1,1,not acept,not furnished,2
1,140,4,3,acept,furnished,3
1,89,3,1,acept,furnished,2
1,50,2,1,not acept,not furnished,2
1,200,2,3,acept,not furnished,3
1,80,1,0,acept,not furnished,2
1,400,3,2,acept,not furnished,4
1,53,2,1,acept,not furnished,2
0,63,1,1,not acept,not furnished,2
1,200,3,1,not acept,furnished,2
1,50,1,1,not acept,furnished,2
1,260,4,3,acept,not furnished,4
0,78,1,1,acept,not furnished,2
1,368,5,4,acept,not furnished,4
1,32,1,1,not acept,furnished,1
1,83,2,2,acept,not furnished,3
1,140,3,2,acept,not furnished,3
1,155,5,3,not acept,not furnished,4
1,102,1,0,acept,not furnished,2
0,120,3,3,not acept,not furnished,3
1,103,2,1,acept,not furnished,3
0,230,3,3,acept,not furnished,3
1,340,3,8,acept,not furnished,4
0,480,6,4,acept,not furnished,3
1,400,5,5,acept,not furnished,5
0,58,1,1,acept,not furnished,2
1,92,1,1,acept,not furnished,2
0,151,2,1,acept,furnished,2
1,42,1,1,not acept,furnished,1
1,170,2,2,acept,not furnished,3
1,180,3,2,acept,furnished,4
1,23,1,0,acept,not furnished,1
1,285,4,4,acept,not furnished,4
1,277,3,0,acept,not furnished,3
1,214,2,5,acept,not furnished,3
1,230,4,1,acept,furnished,3
1,200,4,2,acept,furnished,4
1,20,1,0,acept,furnished,1
1,28,1,0,not acept,furnished,1
1,90,2,0,acept,not furnished,2
1,112,2,3,acept,not furnished,3
1,224,5,2,acept,not furnished,4
1,214,6,4,acept,furnished,4
1,42,1,0,acept,furnished,1
1,80,1,0,not acept,not furnished,2
1,160,3,2,acept,not furnished,3
1,34,1,0,acept,not furnished,1
0,189,3,3,acept,not furnished,3
1,30,1,0,acept,furnished,1
1,311,5,6,acept,furnished,4
1,92,1,0,not acept,furnished,3
1,48,1,1,acept,not furnished,2
1,192,1,0,not acept,not furnished,3
0,145,3,2,acept,not furnished,4
1,33,1,1,not acept,furnished,1
1,16,1,0,not acept,not furnished,1
1,80,2,1,acept,furnished,2
0,60,1,1,acept,not furnished,2
1,79,2,2,acept,not furnished,3
1,193,4,4,acept,not furnished,2
1,300,3,5,acept,not furnished,3
1,90,1,1,acept,not furnished,3
1,55,2,1,acept,furnished,2
1,130,4,3,acept,not furnished,4
0,67,1,1,not acept,not furnished,3
0,70,2,1,acept,furnished,1
1,105,3,2,not acept,not furnished,3
1,400,5,5,acept,not furnished,3
1,44,1,0,acept,not furnished,1
1,50,1,1,not acept,furnished,1
1,70,1,0,acept,not furnished,1
1,174,1,2,acept,not furnished,3
1,84,2,2,acept,furnished,3
1,100,1,1,acept,not furnished,2
1,250,3,3,acept,not furnished,4
1,48,1,1,not acept,not furnished,1
1,64,1,1,not acept,not furnished,2
1,104,3,2,not acept,not furnished,3
1,347,5,4,acept,furnished,4
1,66,2,1,not acept,not furnished,2
1,100,3,2,acept,not furnished,2
1,67,2,1,acept,not furnished,2
1,120,3,2,acept,not furnished,3
0,45,1,0,acept,not furnished,1
1,40,1,0,not acept,furnished,1
1,127,4,2,not acept,furnished,3
0,54,1,1,acept,not furnished,2
0,78,2,2,acept,furnished,3
1,524,5,3,acept,furnished,4
1,25,1,0,not acept,furnished,1
1,150,3,1,acept,not furnished,3
1,163,4,3,acept,furnished,3
0,380,3,5,acept,not furnished,3
1,55,2,0,acept,not furnished,1
1,162,2,1,acept,furnished,2
0,53,1,1,acept,not furnished,2
1,330,2,5,acept,not furnished,4
1,33,1,1,acept,furnished,1
1,80,2,1,acept,not furnished,4
1,400,4,5,acept,furnished,3
1,116,4,2,acept,not furnished,3
1,140,4,3,acept,not furnished,3
1,210,4,3,acept,furnished,4
1,52,1,0,acept,not furnished,2
1,25,1,1,not acept,furnished,1
1,450,5,5,acept,not furnished,8
1,44,1,0,not acept,not furnished,1
1,50,1,0,acept,not furnished,1
1,56,2,1,acept,not furnished,2
0,119,2,0,acept,furnished,2
1,100,2,2,acept,not furnished,3
0,200,5,4,acept,furnished,3
1,102,2,1,acept,not furnished,3
1,65,2,2,acept,not furnished,2
1,213,5,4,acept,not furnished,4
1,210,5,5,acept,furnished,3
1,74,2,2,not acept,not furnished,2
1,178,5,4,acept,not furnished,4
1,90,1,1,acept,not furnished,2
1,200,3,2,acept,not furnished,3
0,70,1,1,acept,furnished,3
0,53,2,1,acept,furnished,2
0,68,1,1,acept,not furnished,3
1,60,1,1,acept,not furnished,2
1,62,1,1,acept,not furnished,2
0,37,1,1,acept,not furnished,1
0,50,1,1,acept,furnished,1
1,45,1,2,acept,not furnished,1
1,50,2,1,not acept,not furnished,2
1,76,1,2,acept,furnished,3
1,71,2,1,acept,not furnished,2
1,270,5,2,acept,not furnished,4
1,90,2,2,acept,furnished,2
1,93,2,2,acept,not furnished,3
1,140,4,2,acept,not furnished,3
1,75,1,1,acept,not furnished,1
1,62,2,1,acept,not furnished,2
1,65,2,1,acept,not furnished,3
1,93,3,2,acept,furnished,3
1,50,1,0,not acept,not furnished,1
0,63,1,1,not acept,not furnished,2
1,350,5,5,acept,furnished,4
1,447,4,6,acept,not furnished,5
1,194,3,2,acept,not furnished,4
1,200,2,4,acept,not furnished,4
1,54,2,2,acept,not furnished,2
1,180,1,4,acept,not furnished,2
1,140,2,1,acept,not furnished,3
1,127,2,2,acept,not furnished,3
1,120,3,0,acept,not furnished,2
1,225,2,2,acept,not furnished,4
1,87,2,2,not acept,not furnished,3
0,66,1,2,acept,not furnished,1
1,120,3,2,acept,not furnished,3
1,500,6,0,acept,not furnished,3
1,190,4,3,acept,not furnished,4
0,65,2,1,not acept,not furnished,2
1,65,2,1,acept,not furnished,2
1,258,5,3,acept,furnished,4
1,70,2,0,acept,not furnished,1
1,84,2,0,acept,furnished,2
1,50,1,0,not acept,not furnished,1
1,220,4,3,acept,not furnished,4
1,56,2,2,acept,furnished,2
1,189,3,0,acept,not furnished,3
1,35,1,1,acept,furnished,1
1,25,1,0,not acept,furnished,1
1,200,3,3,acept,not furnished,3
1,35,1,1,not acept,furnished,1
0,66,1,1,acept,not furnished,2
1,310,4,4,acept,not furnished,4
1,200,4,8,acept,not furnished,3
1,54,2,1,acept,not furnished,2
1,200,4,2,acept,not furnished,3
0,80,2,1,acept,furnished,2
0,79,1,1,not acept,not furnished,2
1,120,3,3,acept,not furnished,3
1,44,1,1,acept,furnished,1
1,55,1,1,acept,not furnished,2
1,182,3,5,acept,not furnished,3
1,40,1,1,not acept,furnished,1
1,42,1,0,acept,furnished,1
1,20,1,0,acept,furnished,1
1,115,2,1,acept,furnished,3
1,80,1,1,not acept,not furnished,1
1,102,3,2,acept,not furnished,3
1,120,3,1,acept,not furnished,3
1,35,1,1,not acept,furnished,1
1,420,6,4,acept,not furnished,4
1,55,1,1,not acept,furnished,1
1,37,1,0,acept,not furnished,1
0,74,2,2,acept,not furnished,3
1,50,1,0,not acept,not furnished,1
1,200,2,3,acept,furnished,3
1,1600,5,12,acept,not furnished,4
1,133,3,3,not acept,not furnished,2
1,140,3,2,acept,not furnished,3
1,35,1,0,not acept,furnished,1
1,273,5,4,acept,not furnished,3
1,140,3,2,acept,not furnished,2
1,40,1,1,acept,not furnished,1
1,72,1,0,acept,not furnished,2
1,200,4,3,acept,furnished,3
1,250,2,8,acept,furnished,2
1,120,2,2,acept,not furnished,3
1,300,4,3,acept,furnished,3
0,160,1,2,acept,not furnished,2
0,75,2,2,acept,not furnished,3
1,200,4,2,acept,not furnished,4
1,300,2,0,acept,furnished,3
1,400,6,1,not acept,not furnished,4
1,50,1,0,not acept,not furnished,1
0,46,1,1,acept,furnished,1
1,80,3,0,acept,not furnished,2
1,64,2,2,not acept,not furnished,2
1,97,2,0,not acept,not furnished,2
1,151,3,3,acept,not furnished,3
1,240,4,4,not acept,not furnished,3
1,20,1,0,acept,furnished,1
1,998,10,4,acept,furnished,7
1,391,5,2,acept,not furnished,4
1,221,5,4,acept,not furnished,3
1,114,1,1,acept,not furnished,1
0,83,1,1,not acept,not furnished,2
0,58,1,1,acept,not furnished,2
1,400,4,5,not acept,not furnished,5
0,73,2,1,acept,not furnished,3
0,135,2,2,acept,not furnished,2
1,193,4,4,not acept,not furnished,4
1,33,1,0,not acept,furnished,1
1,125,3,1,acept,not furnished,3
1,130,3,1,acept,not furnished,4
1,307,6,4,acept,furnished,4
1,17,1,0,not acept,furnished,1
1,57,2,1,acept,not furnished,2
1,227,4,3,acept,not furnished,4
0,49,1,0,acept,not furnished,1
1,200,4,3,acept,not furnished,4
1,330,4,5,acept,furnished,4
1,52,1,1,acept,furnished,2
1,240,4,5,acept,not furnished,4
1,73,2,1,acept,not furnished,3
1,60,1,0,not acept,not furnished,1
1,39,1,1,acept,furnished,1
0,270,4,8,acept,not furnished,4
1,244,4,2,acept,not furnished,3
1,242,4,2,acept,not furnished,3
1,200,3,2,acept,not furnished,5
1,47,1,1,not acept,furnished,2
0,51,1,1,acept,not furnished,1
0,44,1,1,not acept,not furnished,1
1,140,2,1,acept,not furnished,3
1,120,3,3,acept,not furnished,3
1,31,1,0,not acept,furnished,1
1,72,2,1,acept,not furnished,2
1,26,1,0,acept,furnished,1
1,20,1,0,not acept,not furnished,1
1,40,1,1,not acept,not furnished,1
0,60,2,1,acept,furnished,2
1,230,4,4,not acept,not furnished,3
1,80,1,0,not acept,not furnished,2
1,30,1,0,acept,not furnished,1
1,93,2,2,acept,not furnished,3
1,280,4,1,acept,not furnished,2
1,102,1,0,acept,not furnished,2
1,90,2,2,acept,not furnished,2
1,45,1,1,not acept,furnished,1
1,212,5,6,acept,not furnished,4
1,140,3,2,not acept,not furnished,4
1,95,2,2,acept,not furnished,3
1,57,2,1,acept,not furnished,2
1,145,3,2,acept,not furnished,3
1,55,1,1,acept,not furnished,2
1,30,1,1,not acept,not furnished,1
1,130,3,2,acept,not furnished,3
1,230,3,2,acept,not furnished,3
1,65,2,2,not acept,not furnished,2
1,86,2,2,acept,furnished,3
1,25,1,0,acept,not furnished,1
0,110,1,1,acept,not furnished,3
1,45,1,0,not acept,not furnished,2
0,132,2,2,acept,not furnished,4
1,44,1,1,acept,not furnished,1
1,58,1,2,acept,not furnished,1
1,61,2,1,acept,not furnished,1
0,54,1,1,acept,not furnished,2
1,130,2,2,acept,not furnished,1
1,75,2,1,not acept,furnished,3
1,32,1,1,acept,furnished,1
1,70,1,1,not acept,not furnished,2
1,250,4,3,acept,not furnished,3
1,80,2,1,not acept,furnished,2
1,112,2,0,not acept,not furnished,3
1,85,1,0,acept,furnished,2
1,216,3,3,acept,not furnished,3
1,34,1,1,acept,not furnished,1
1,378,4,8,acept,furnished,4
1,217,4,1,acept,not furnished,3
1,160,2,2,acept,not furnished,4
1,50,1,1,acept,not furnished,2
1,480,4,6,acept,not furnished,4
1,23,1,0,acept,not furnished,1
1,70,1,0,acept,not furnished,1
1,52,2,1,acept,furnished,1
0,50,1,1,acept,not furnished,1
1,48,1,1,acept,not furnished,2
1,60,1,0,acept,not furnished,1
1,40,1,0,not acept,not furnished,1
1,215,3,2,not acept,furnished,3
0,87,1,0,acept,not furnished,3
0,36,1,0,acept,not furnished,1
0,137,2,1,acept,not furnished,3
1,20,1,0,acept,furnished,1
0,154,3,1,not acept,not furnished,3
0,50,1,1,acept,not furnished,1
1,330,6,4,acept,not furnished,3
0,50,1,1,acept,not furnished,2
1,80,1,1,acept,not furnished,2
0,85,2,2,acept,furnished,3
1,33,1,1,not acept,furnished,1
0,47,1,0,acept,not furnished,1
0,79,2,2,acept,not furnished,2
1,160,5,2,acept,furnished,4
1,250,4,2,not acept,not furnished,4
0,82,1,0,acept,not furnished,2
1,40,1,1,not acept,not furnished,1
1,300,3,8,acept,not furnished,3
1,20,1,0,acept,furnished,1
1,50,1,1,acept,furnished,1
1,110,2,1,not acept,not furnished,3
1,29,1,1,acept,furnished,1
0,62,1,0,acept,not furnished,2
1,80,1,1,acept,furnished,2
1,57,2,2,acept,not furnished,2
1,137,2,1,acept,not furnished,3
1,60,2,1,acept,not furnished,1
1,250,4,1,acept,not furnished,3
1,20,1,0,acept,furnished,1
1,87,2,3,acept,not furnished,3
1,216,4,3,acept,furnished,4
0,292,4,3,acept,not furnished,4
1,116,2,2,acept,not furnished,3
1,43,1,0,acept,not furnished,1
0,197,3,2,acept,not furnished,3
1,117,4,0,not acept,furnished,3
1,204,3,1,acept,furnished,4
1,480,7,5,acept,not furnished,5
1,95,2,2,acept,furnished,3
1,20,1,0,acept,not furnished,1
1,40,1,1,acept,furnished,1
1,110,2,2,acept,not furnished,2
1,90,2,0,acept,furnished,3
1,143,3,1,acept,furnished,3
1,160,2,1,acept,not furnished,3
1,151,3,3,acept,not furnished,4
1,110,2,0,acept,not furnished,3
0,50,1,1,not acept,not furnished,1
1,90,1,1,acept,not furnished,3
1,222,3,4,acept,not furnished,4
0,40,1,0,acept,not furnished,1
1,82,2,2,acept,furnished,3
1,165,4,4,acept,not furnished,3
1,35,2,1,acept,not furnished,1
1,365,4,3,acept,not furnished,3
1,160,4,0,acept,furnished,4
1,33,1,1,acept,not furnished,1
0,78,2,1,acept,not furnished,1
1,30,1,0,acept,furnished,1
1,68,1,1,acept,not furnished,2
1,85,2,0,acept,furnished,2
1,28,1,0,acept,furnished,1
1,400,2,3,acept,not furnished,3
1,45,2,0,not acept,not furnished,2
1,233,3,4,acept,not furnished,4
1,171,4,4,acept,not furnished,4
1,217,4,3,acept,not furnished,4
0,26,1,0,acept,not furnished,1
1,85,1,0,acept,not furnished,2
1,44,1,1,not acept,furnished,1
1,301,4,4,acept,not furnished,3
1,100,3,2,acept,not furnished,3
1,71,2,2,acept,not furnished,3
1,139,2,0,acept,not furnished,3
1,27,1,0,not acept,not furnished,1
1,104,2,2,not acept,not furnished,3
1,70,2,2,acept,not furnished,3
1,47,1,0,acept,not furnished,1
1,48,1,1,acept,not furnished,1
0,47,1,0,acept,not furnished,1
1,24606,4,4,acept,not furnished,5
1,47,2,1,not acept,not furnished,1
1,180,4,3,not acept,not furnished,3
1,213,3,2,not acept,not furnished,3
1,60,1,0,acept,not furnished,2
1,350,4,1,acept,not furnished,6
1,80,2,1,acept,not furnished,2
1,79,2,2,not acept,furnished,2
1,170,2,3,acept,not furnished,3
0,48,1,0,not acept,not furnished,1
1,50,3,0,not acept,not furnished,2
0,341,6,4,acept,not furnished,4
1,300,4,6,not acept,furnished,4
1,40,1,1,acept,not furnished,1
0,77,1,2,acept,not furnished,3
1,45,1,1,acept,furnished,1
1,35,1,1,acept,not furnished,1
1,210,4,4,not acept,not furnished,4
1,46,1,0,acept,not furnished,1
1,80,2,2,acept,not furnished,1
1,360,5,2,acept,not furnished,3
1,225,3,2,acept,not furnished,3
0,60,1,1,acept,not furnished,1
1,69,2,1,acept,not furnished,2
1,137,3,1,acept,furnished,3
1,129,2,3,acept,furnished,4
0,125,1,0,acept,not furnished,2
1,57,1,1,not acept,not furnished,2
0,90,1,1,not acept,furnished,1
1,100,2,1,not acept,not furnished,3
1,53,2,1,acept,furnished,2
1,160,4,2,not acept,not furnished,4
1,150,2,1,acept,not furnished,3
1,81,1,1,not acept,not furnished,2
1,250,4,3,acept,not furnished,3
1,141,3,1,not acept,not furnished,4
1,60,1,0,acept,not furnished,2
1,100,2,1,acept,not furnished,3
1,105,1,0,acept,not furnished,3
1,248,4,4,acept,not furnished,3
0,128,2,1,not acept,not furnished,4
1,56,1,0,acept,not furnished,2
0,110,3,2,acept,not furnished,3
1,300,2,3,acept,not furnished,4
1,65,2,2,acept,not furnished,2
1,300,5,4,acept,furnished,5
0,57,1,1,acept,not furnished,2
1,178,2,1,acept,furnished,3
1,50,2,1,not acept,furnished,1
1,102,2,2,acept,not furnished,3
1,300,4,2,not acept,not furnished,4
1,123,1,1,not acept,not furnished,3
1,61,2,1,acept,not furnished,2
1,62,1,1,not acept,not furnished,1
1,148,3,3,not acept,furnished,3
1,55,1,2,not acept,not furnished,2
1,49,1,1,acept,furnished,1
1,85,2,2,not acept,not furnished,2
0,67,1,0,acept,not furnished,2
1,72,2,1,acept,not furnished,3
1,140,2,1,acept,not furnished,3
1,50,1,1,acept,furnished,1
1,178,4,3,acept,not furnished,2
1,310,6,5,acept,not furnished,5
1,124,3,2,acept,not furnished,3
1,88,1,1,acept,not furnished,2
1,330,3,2,not acept,not furnished,2
1,23,1,0,acept,not furnished,1
1,114,4,3,acept,not furnished,3
1,700,7,5,acept,not furnished,5
1,45,2,0,not acept,not furnished,2
1,48,1,1,acept,furnished,2
1,59,1,1,acept,not furnished,2
1,200,3,2,acept,not furnished,4
1,48,1,2,acept,furnished,1
1,182,4,2,acept,not furnished,4
1,150,2,1,acept,furnished,3
1,720,5,4,acept,not furnished,4
1,150,2,1,acept,furnished,3
1,260,3,0,acept,not furnished,5
0,154,2,1,acept,not furnished,2
1,260,5,3,acept,not furnished,3
0,50,1,1,not acept,not furnished,1
1,270,4,4,acept,furnished,4
1,78,1,0,acept,not furnished,2
1,65,1,1,acept,not furnished,2
0,500,5,8,acept,not furnished,6
1,77,1,2,acept,not furnished,3
0,340,5,0,not acept,not furnished,4
1,205,3,3,acept,not furnished,3
1,29,1,1,not acept,furnished,1
1,440,3,2,acept,not furnished,4
1,65,1,1,acept,furnished,2
1,69,2,2,acept,not furnished,2
1,30,1,0,not acept,not furnished,1
1,140,5,1,acept,not furnished,3
1,300,7,4,acept,not furnished,4
1,203,2,0,acept,not furnished,3
1,334,3,8,acept,not furnished,3
1,315,5,4,not acept,not furnished,4
1,999,7,4,not acept,not furnished,5
1,45,1,0,not acept,not furnished,1
1,384,3,4,not acept,not furnished,3
1,180,3,0,acept,not furnished,3
1,300,2,1,acept,not furnished,3
1,110,2,0,acept,furnished,3
1,300,4,4,not acept,not furnished,4
1,240,5,6,acept,not furnished,4
1,125,3,3,acept,not furnished,3
1,450,5,2,not acept,furnished,4
1,215,4,2,not acept,not furnished,4
1,60,2,0,acept,not furnished,2
1,40,1,0,acept,not furnished,1
1,65,1,1,not acept,furnished,2
1,360,4,4,acept,not furnished,4
1,80,2,0,acept,not furnished,2
1,100,2,2,not acept,not furnished,3
1,200,3,3,acept,not furnished,4
1,800,2,6,acept,furnished,4
1,85,1,1,acept,not furnished,2
1,500,4,3,acept,furnished,7
1,110,2,1,acept,not furnished,3
1,75,1,1,not acept,furnished,2
1,144,3,1,not acept,not furnished,3
1,340,5,5,acept,furnished,4
1,55,1,1,acept,not furnished,2
0,120,2,1,acept,not furnished,1
1,62,2,1,acept,furnished,1
1,253,3,4,acept,not furnished,3
1,50,1,0,acept,not furnished,2
1,106,2,0,acept,not furnished,3
0,50,1,1,acept,not furnished,2
1,95,2,2,acept,not furnished,3
1,240,4,3,acept,not furnished,3
1,130,3,2,not acept,furnished,3
1,41,2,1,not acept,furnished,3
0,110,3,2,acept,not furnished,3
1,720,6,5,acept,furnished,4
1,270,5,3,acept,furnished,4
0,23,1,0,not acept,furnished,1
1,70,2,2,acept,not furnished,2
1,200,3,3,acept,not furnished,4
1,160,2,2,acept,furnished,3
1,35,1,0,acept,not furnished,1
1,54,2,0,acept,not furnished,1
1,40,1,0,acept,not furnished,1
1,450,6,4,acept,not furnished,4
1,250,4,4,acept,not furnished,3
1,170,4,3,acept,not furnished,4
1,225,5,4,acept,furnished,4
1,40,1,0,acept,not furnished,1
1,77,2,2,not acept,not furnished,3
1,120,2,2,not acept,not furnished,4
1,28,1,0,acept,not furnished,1
1,500,4,6,acept,not furnished,5
1,50,1,1,not acept,not furnished,2
1,280,4,8,acept,not furnished,4
1,80,2,1,acept,furnished,2
1,620,6,4,acept,not furnished,4
1,212,3,3,acept,not furnished,3
1,92,2,1,acept,not furnished,3
1,150,4,3,acept,not furnished,3
1,80,4,1,acept,not furnished,3
1,400,4,3,acept,not furnished,5
1,20,1,0,acept,furnished,1
1,53,1,0,not acept,not furnished,1
1,350,3,4,acept,not furnished,4
1,35,1,0,acept,not furnished,1
1,50,1,0,acept,not furnished,1
1,134,3,1,acept,not furnished,3
0,148,2,0,acept,not furnished,3
1,86,1,1,acept,not furnished,2
1,163,3,2,acept,furnished,2
1,300,4,3,acept,not furnished,3
0,94,2,1,not acept,not furnished,3
1,34,1,1,acept,not furnished,1
0,50,1,1,not acept,furnished,2
1,200,2,3,acept,not furnished,3
1,600,5,6,acept,not furnished,4
1,25,1,1,acept,furnished,1
0,800,7,4,acept,not furnished,4
1,38,1,1,acept,furnished,1
0,500,7,5,acept,furnished,3
1,56,1,0,acept,furnished,1
1,86,2,1,acept,not furnished,2
1,175,1,2,acept,not furnished,1
1,46,1,1,not acept,furnished,1
1,26,1,0,acept,not furnished,1
1,200,5,3,acept,furnished,4
1,45,1,0,acept,not furnished,1
1,120,2,1,not acept,not furnished,2
1,90,2,1,acept,furnished,3
1,209,4,5,acept,furnished,4
1,380,6,1,not acept,furnished,4
1,105,2,1,acept,not furnished,2
1,142,3,2,acept,not furnished,2
0,93,2,2,acept,not furnished,3
1,60,1,1,acept,not furnished,2
1,240,3,5,acept,not furnished,3
0,44,1,1,acept,not furnished,1
1,215,4,2,not acept,furnished,4
1,61,2,2,acept,not furnished,2
1,73,2,1,acept,not furnished,2
1,186,4,3,acept,not furnished,3
1,267,6,6,acept,not furnished,3
1,65,1,0,not acept,furnished,1
1,50,1,1,acept,not furnished,2
1,600,5,8,acept,furnished,4
1,100,2,2,acept,not furnished,2
0,70,1,1,acept,not furnished,1
1,227,4,4,not acept,furnished,3
1,348,4,1,acept,furnished,4
1,400,2,8,acept,not furnished,4
1,300,3,3,acept,not furnished,4
1,180,2,2,acept,not furnished,3
1,272,4,3,acept,not furnished,3
1,25,1,0,not acept,not furnished,1
1,52,1,1,not acept,not furnished,1
1,100,3,2,acept,furnished,3
1,40,1,1,not acept,furnished,1
